Record ID,Offender Number,Prison Start Date,Prison Admission Type,Intake Supervising Institution,Supervision Status,Sex,Race & Ethnicity,Education Category,Education,Age,Offense Code,Offense Classification,Offense Description,Offense Type,Offense Subtype,Months Served,Report Date
114,32105,09/15/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Vocational Program/Technical Certificate,62,709.4(1)(b)(2),C Felony,Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence,Violent,Sex,3,12/13/2021
115,3466241,12/22/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,No Diploma/No Certificate,42,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,12,12/13/2021
116,2403377,11/23/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,58,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,1,12/13/2021
117,20633261,08/05/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,16,12/13/2021
118,20898932,02/09/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,33,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,10,12/13/2021
119,19514783,11/03/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,57,708.2A(4),D Felony,DOMESTIC ABUSE ASSAULT - 3RD OR SUBSEQUENT OFFENSE,Violent,Assault,1,12/13/2021
120,20244554,04/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,45,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,8,12/13/2021
121,19130396,06/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,42,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,6,12/13/2021
122,20968073,11/21/2007,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,35,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,168,12/13/2021
123,3377459,09/22/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,45,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,3,12/13/2021
124,18374036,03/02/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,21,12/13/2021
125,20159810,08/02/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,HS Diploma or Equivelent,High School Diploma,25,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,40,12/13/2021
126,266735,02/26/2013,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,59,709.3,B Felony,SEXUAL ABUSE 2ND DEGREE,Violent,Sex,105,12/13/2021
127,18481280,10/28/2016,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,24,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,61,12/13/2021
128,2424992,02/23/1998,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,Post-Secondary,Bachelor's Degree,48,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,285,12/13/2021
129,19350221,04/13/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,39,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,8,12/13/2021
130,18617987,01/19/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,33,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,11,12/13/2021
131,19909673,07/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,37,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,5,12/13/2021
132,19802699,02/23/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,High School Diploma,36,709.4(1)(b)(3)(d),C Felony,"Sex Abuse 3rd/Victim 14/15, Def 4+-Life Special Sentence",Violent,Sex,10,12/13/2021
133,3204938,04/06/2007,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,51,707.6A(1),B Felony,"HOMICIDE BY VEH-31.261(3), 85%",Violent,Murder/Manslaughter,176,12/13/2021
134,19475543,03/08/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Unknown,31,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,45,12/13/2021
135,19362098,01/18/2019,New Admit New Sentence,Newton Correctional Facility,Prison,Male,Black,No HS Diploma,Eleventh,26,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,35,12/13/2021
136,19579928,02/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,43,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,10,12/13/2021
137,19476032,02/13/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,25,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,22,12/13/2021
138,18875090,06/04/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,44,709.4(1)(b)(2),C Felony,Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence,Violent,Sex,6,12/13/2021
139,20151305,04/19/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,24,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,44,12/13/2021
140,19961987,07/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,40,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,5,12/13/2021
141,19168790,11/04/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,35,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,25,12/13/2021
142,3093473,04/02/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,52,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order,8,12/13/2021
143,19651967,06/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,708.2A(3B),Aggravated Misdemeanor,DOMESTIC ABUSE ASSAULT - 2ND OFFENSE,Violent,Assault,6,12/13/2021
144,18300758,09/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,27,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,3,12/13/2021
145,18690755,12/19/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,28,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,48,12/13/2021
146,3466964,10/07/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,51,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,194,12/13/2021
147,18632576,11/09/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,24,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,1,12/13/2021
148,2424515,06/05/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,42,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,18,12/13/2021
149,19620110,08/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,33,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,4,12/13/2021
150,3460919,08/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,52,321.561,Aggravated Misdemeanor,DRIVING WHILE BARRED - MOTOR VEHICLE,Public Order,Traffic,4,12/13/2021
151,2420564,01/18/2013,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,Post-Secondary,Technical Training Completion,54,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,107,12/13/2021
152,18114029,08/16/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,19,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,28,12/13/2021
153,19559732,09/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,22,"706.3,B",D Felony,CONSPIRACY/COMMIT FELONY (PERSON),Other,Other Criminal,2,12/13/2021
154,20570318,12/04/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,28,709.4(1)(b)(3)(d),C Felony,"Sex Abuse 3rd/Victim 14/15, Def 4+-Life Special Sentence",Violent,Sex,36,12/13/2021
155,19998578,10/29/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,29,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,13,12/13/2021
156,18082445,05/26/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,57,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order,7,12/13/2021
157,20940650,11/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,23,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,1,12/13/2021
158,183479,12/10/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,56,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,12,12/13/2021
159,19912523,09/21/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,32,709.8(1)(a),C Felony,"Lascivious Acts with a Child-Fond/Touch Child, 1st Off-Life Special Sentence",Violent,Sex,3,12/13/2021
160,20228423,07/29/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,34,124.401(1)(c)(1),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Heroin LT 100gm",Drug,Trafficking,4,12/13/2021
161,18354773,01/06/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,24,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,11,12/13/2021
162,19418255,10/18/2011,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,43,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,122,12/13/2021
163,19070891,09/03/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,24,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,15,12/13/2021
164,20429033,03/19/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,9,12/13/2021
165,19897214,11/17/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,55,715A.6(2)(B),D Felony,"UNAUTH. USE OF CREDIT CARD, GREATER THAN $1K, LESS THAN $10K",Property,Forgery/Fraud,13,12/13/2021
166,3172970,05/31/1994,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,71,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,330,12/13/2021
167,2425973,05/03/2002,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,45,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,235,12/13/2021
168,20764649,12/18/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,32,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI,12,12/13/2021
169,20458751,02/18/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,,Now Pursuing HiSET/GED/HS Diploma,42,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,201,12/13/2021
170,3316685,08/19/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,43,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,159,12/13/2021
171,20095028,10/15/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,38,708.2A(4),D Felony,"Domestic Abuse Assault-3rd or Subsequent Offense, 85%",Violent,Assault,14,12/13/2021
172,18300293,04/19/2021,Return New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,39,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,8,12/13/2021
173,3066242,08/27/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,49,321.279(3),D Felony,ELUDING,Public Order,Traffic,4,12/13/2021
174,18945764,04/22/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,56,709.4(1)(b)(2),C Felony,Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence,Violent,Sex,32,12/13/2021
175,18406313,03/25/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,HS Diploma or Equivelent,High School Diploma,28,726.6A,B Felony,CHILD ENDANGERMENT/MULTIPLE ACTS,Violent,Assault,21,12/13/2021
176,2404694,05/18/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,56,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,139,12/13/2021
177,19475903,04/23/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,26,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,8,12/13/2021
178,3144392,01/27/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,Post-Secondary,Vocational Program/Technical Certificate,54,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,10,12/13/2021
179,18222560,04/26/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,48,709.4(1)(b)(3)(d),C Felony,"Sex Abuse 3rd/Victim 14/15, Def 4+-Life Special Sentence",Violent,Sex,44,12/13/2021
180,20040347,10/21/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,30,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,14,12/13/2021
181,19028927,06/15/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,Post-Secondary,Technical Training Completion,37,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,6,12/13/2021
182,25205,07/01/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,63,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,77,12/13/2021
183,18177191,06/24/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,33,321.279(3)(a),D Felony,"ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony",Public Order,Traffic,6,12/13/2021
184,20201285,06/12/2019,Return No New Sentence,Iowa Medical & Classification Center,Special Sentence,Male,White,HS Diploma or Equivelent,High School Diploma,40,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex,30,12/13/2021
185,19238801,11/14/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,27,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,49,12/13/2021
186,18852920,06/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,37,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,6,12/13/2021
187,20430050,10/31/2019,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,25,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,25,12/13/2021
188,19250162,03/15/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,31,710.4,C Felony,KIDNAPPING 3RD DEGREE,Violent,Kidnap,9,12/13/2021
189,20399678,12/08/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,Unknown,40,711.4,D Felony,EXTORTION,Violent,Other Violent,12,12/13/2021
190,3431162,02/10/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,41,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,190,12/13/2021
191,18819311,04/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,33,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,8,12/13/2021
192,3308378,12/09/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,45,901A.2(3),Other Felony,"SEX PREDATOR, PRIOR CONV SEX PRED/ENHANCED",Violent,Sex,192,12/13/2021
193,20247083,10/10/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,25,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,26,12/13/2021
194,20909783,04/04/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,24,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,44,12/13/2021
195,3432578,03/18/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,41,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,21,12/13/2021
